id,dt,crystals
202,2023-04-26,2
202,2023-04-30,0
202,2023-05-07,7
202,2023-05-12,1
202,2023-05-18,0
202,2023-05-21,0
202,2023-06-04,2
202,2023-06-08,1
202,2023-06-23,10
202,2023-06-30,9
203,2023-06-01,9
203,2023-06-03,0
203,2023-06-07,9
203,2023-06-11,2
203,2023-06-15,7
203,2023-06-19,9
203,2023-06-21,1
203,2023-07-07,10
203,2023-07-08,4
203,2023-07-12,5
203,2023-07-15,6
203,2023-07-21,0
203,2023-08-05,8
203,2023-08-12,3
203,2023-08-22,3
204,2023-10-10,0
204,2023-10-13,3
204,2023-10-24,1
204,2023-10-26,2
204,2023-11-02,10
204,2023-11-13,7
204,2023-11-26,7
204,2023-12-01,2
204,2023-12-04,2
204,2023-12-06,10
204,2023-12-16,0
204,2023-12-17,0
204,2023-12-21,10
204,2024-01-03,5
204,2024-01-04,4
205,2023-11-10,7
205,2023-11-12,8
205,2023-11-13,1
205,2023-11-20,1
205,2023-11-27,3
205,2023-11-29,7
205,2023-12-03,9
205,2023-12-09,9
205,2023-12-19,5
205,2024-01-01,6
205,2024-01-04,3
205,2024-01-14,10
205,2024-01-24,5
205,2024-02-09,3
205,2024-02-12,1
206,2023-08-11,2
206,2023-08-14,3
206,2023-08-17,9
206,2023-08-30,7
206,2023-09-02,2
206,2023-09-03,6
206,2023-09-04,5
206,2023-09-15,2
206,2023-09-22,7
206,2023-09-26,3
206,2023-09-29,10
206,2023-10-04,5
206,2023-10-06,4
206,2023-10-18,3
206,2023-11-07,5
207,2023-04-23,4
207,2023-04-26,9
207,2023-05-03,2
207,2023-05-05,10
207,2023-05-06,9
207,2023-05-10,2
207,2023-05-17,9
207,2023-05-24,8
207,2023-06-01,3
207,2023-06-11,1
207,2023-06-16,6
207,2023-06-17,8
207,2023-06-30,7
207,2023-07-16,3
207,2023-07-25,9
208,2023-10-05,0
208,2023-10-23,6
208,2023-11-01,0
208,2023-11-04,0
208,2023-11-08,7
208,2023-11-14,8
208,2023-11-27,0
208,2023-11-28,6
208,2023-12-02,8
208,2023-12-03,6
208,2023-12-16,7
208,2023-12-17,1
208,2023-12-18,7
208,2024-01-05,7
208,2024-01-06,3
209,2023-12-21,7
209,2023-12-22,10
209,2023-12-30,4
209,2023-12-31,2
209,2024-01-05,7
209,2024-01-16,9
209,2024-01-19,9
209,2024-01-26,0
209,2024-02-03,7
209,2024-02-10,7
209,2024-02-29,2
209,2024-03-11,6
209,2024-03-17,2
209,2024-03-22,5
209,2024-03-25,10
210,2023-04-13,9
210,2023-04-17,8
210,2023-04-22,9
210,2023-05-17,3
210,2023-05-20,10
210,2023-05-25,1
210,2023-06-01,9
210,2023-06-06,5
210,2023-06-11,0
210,2023-06-19,8
210,2023-07-02,10
210,2023-07-03,5
210,2023-07-10,0
210,2023-07-12,1
210,2023-07-18,6
211,2023-06-14,1
211,2023-06-17,10
211,2023-06-26,7
211,2023-07-01,9
211,2023-07-05,3
211,2023-07-09,3
211,2023-07-21,5
211,2023-07-25,5
211,2023-08-07,4
211,2023-08-17,8
211,2023-08-19,10
211,2023-08-27,6
211,2023-08-30,4
211,2023-09-07,0
211,2023-09-16,1
212,2023-08-01,3
212,2023-08-08,7
212,2023-08-30,1
212,2023-09-06,1
212,2023-09-09,6
212,2023-09-19,2
212,2023-09-22,4
212,2023-09-24,1
212,2023-09-26,1
212,2023-09-29,2
212,2023-09-30,4
212,2023-10-11,1
212,2023-10-18,2
212,2023-10-20,7
212,2023-10-22,2
213,2023-12-12,1
213,2023-12-26,0
213,2024-01-03,3
213,2024-01-05,8
213,2024-01-16,10
213,2024-01-23,5
213,2024-02-01,6
213,2024-02-04,9
213,2024-02-08,5
213,2024-02-14,10
213,2024-02-17,10
213,2024-02-28,5
213,2024-03-01,7
213,2024-03-06,9
213,2024-03-13,10
214,2023-12-15,0
214,2023-12-20,2
214,2023-12-28,5
214,2024-01-01,4
214,2024-01-04,7
214,2024-01-06,2
214,2024-01-07,9
214,2024-01-15,2
214,2024-01-24,8
214,2024-01-26,4
214,2024-01-29,2
214,2024-02-04,2
214,2024-02-07,10
214,2024-02-09,2
214,2024-02-26,2
215,2023-07-15,5
215,2023-07-16,5
215,2023-07-25,2
215,2023-07-27,5
215,2023-08-03,7
215,2023-08-06,8
215,2023-08-10,2
215,2023-08-13,8
215,2023-08-20,4
215,2023-08-27,1
215,2023-09-05,0
215,2023-09-20,6
215,2023-09-22,7
215,2023-10-04,2
215,2023-10-09,7
216,2023-08-13,9
216,2023-08-31,7
216,2023-09-01,5
216,2023-09-19,1
216,2023-09-22,7
216,2023-09-24,0
216,2023-10-12,2
216,2023-10-16,10
216,2023-10-21,8
216,2023-10-25,1
216,2023-11-03,4
216,2023-11-06,0
216,2023-11-11,6
216,2023-11-15,9
216,2023-11-17,3
217,2023-09-24,1
217,2023-09-29,8
217,2023-10-03,7
217,2023-10-16,10
217,2023-10-17,10
217,2023-10-20,1
217,2023-10-27,8
217,2023-11-02,6
217,2023-11-06,3
217,2023-11-18,7
217,2023-11-28,5
217,2023-12-05,9
217,2023-12-08,9
217,2023-12-13,8
217,2023-12-29,0
218,2023-08-21,3
218,2023-08-31,7
218,2023-09-07,6
218,2023-09-25,7
218,2023-09-28,4
218,2023-10-03,2
218,2023-10-05,6
218,2023-10-06,6
218,2023-10-08,2
218,2023-10-09,9
218,2023-10-13,9
218,2023-10-16,1
218,2023-10-30,2
218,2023-11-13,3
218,2023-11-19,4
219,2023-03-03,7
219,2023-03-11,9
219,2023-03-14,2
219,2023-03-25,3
219,2023-04-06,2
219,2023-04-14,6
219,2023-04-20,4
219,2023-04-24,8
219,2023-04-25,7
219,2023-05-02,0
219,2023-05-09,4
219,2023-05-13,9
219,2023-05-17,4
219,2023-05-23,7
219,2023-06-07,8
220,2023-05-07,2
220,2023-05-10,7
220,2023-05-22,10
220,2023-05-26,3
220,2023-06-04,0
220,2023-06-09,1
220,2023-06-12,4
220,2023-06-14,7
220,2023-06-29,1
220,2023-07-05,9
220,2023-07-06,5
220,2023-07-27,9
220,2023-07-29,7
220,2023-07-31,9
220,2023-08-09,6
221,2023-04-28,5
221,2023-05-03,7
221,2023-05-11,2
221,2023-05-14,5
221,2023-05-16,2
221,2023-05-29,0
221,2023-06-12,4
221,2023-06-25,5
221,2023-06-30,6
221,2023-07-08,10
221,2023-07-09,5
221,2023-07-15,0
221,2023-07-22,4
221,2023-07-23,4
221,2023-07-28,8
222,2023-02-11,10
222,2023-02-14,4
222,2023-02-23,4
222,2023-02-25,10
222,2023-02-26,5
222,2023-03-14,1
222,2023-03-15,8
222,2023-04-08,9
222,2023-04-12,5
222,2023-04-19,2
222,2023-04-23,0
222,2023-04-24,2
222,2023-05-09,8
222,2023-05-10,4
222,2023-05-11,5
223,2023-07-06,8
223,2023-07-12,8
223,2023-07-13,1
223,2023-07-17,6
223,2023-07-20,7
223,2023-07-21,1
223,2023-08-05,1
223,2023-08-14,2
223,2023-08-24,0
223,2023-08-26,7
223,2023-08-29,5
223,2023-09-02,4
223,2023-09-09,5
223,2023-09-19,2
223,2023-09-30,7
224,2023-01-14,4
224,2023-01-26,2
224,2023-01-27,3
224,2023-01-29,2
224,2023-02-02,1
224,2023-02-08,6
224,2023-02-09,1
224,2023-02-18,1
224,2023-02-23,0
224,2023-03-18,7
224,2023-03-28,6
224,2023-04-09,0
224,2023-04-11,3
224,2023-04-16,1
224,2023-04-18,0
225,2023-10-30,3
225,2023-11-03,9
225,2023-11-05,3
225,2023-11-06,2
225,2023-11-10,10
225,2023-11-13,5
225,2023-11-30,0
225,2023-12-06,1
225,2023-12-28,2
225,2024-01-02,4
225,2024-01-12,9
225,2024-01-14,5
225,2024-01-21,5
225,2024-01-22,2
225,2024-02-02,8
226,2023-10-12,4
226,2023-10-19,2
226,2023-10-23,8
226,2023-11-04,0
226,2023-11-07,1
226,2023-11-10,3
226,2023-12-14,8
226,2023-12-17,7
226,2023-12-22,5
226,2023-12-24,9
226,2023-12-28,2
226,2024-01-10,7
226,2024-01-12,10
226,2024-01-16,1
226,2024-01-18,2
227,2023-05-12,5
227,2023-05-13,4
227,2023-05-15,8
227,2023-05-25,0
227,2023-05-27,1
227,2023-06-07,5
227,2023-06-12,7
227,2023-06-15,1
227,2023-06-19,6
227,2023-06-21,4
227,2023-06-26,7
227,2023-06-30,9
227,2023-07-02,4
227,2023-07-03,10
227,2023-08-03,7
228,2023-10-30,7
228,2023-11-06,8
228,2023-11-11,10
228,2023-11-20,10
228,2023-11-22,1
228,2023-11-26,1
228,2023-12-05,2
228,2023-12-15,6
228,2023-12-18,6
228,2023-12-20,9
228,2023-12-22,1
228,2023-12-28,2
228,2023-12-30,1
228,2024-01-07,5
228,2024-01-23,3
229,2023-05-08,4
229,2023-05-18,10
229,2023-05-22,6
229,2023-05-28,5
229,2023-06-05,7
229,2023-06-13,10
229,2023-06-16,9
229,2023-06-25,6
229,2023-07-06,7
229,2023-07-07,8
229,2023-07-08,4
229,2023-07-23,2
229,2023-07-24,7
229,2023-07-29,1
229,2023-07-30,1
230,2023-01-07,10
230,2023-01-10,5
230,2023-01-12,2
230,2023-01-16,4
230,2023-01-21,9
230,2023-01-26,9
230,2023-02-02,1
230,2023-02-05,1
230,2023-02-21,10
230,2023-03-07,8
230,2023-03-08,7
230,2023-03-22,7
230,2023-03-25,3
230,2023-03-31,4
230,2023-04-08,10
231,2023-02-08,7
231,2023-02-10,7
231,2023-02-21,0
231,2023-03-11,0
231,2023-03-18,2
231,2023-03-21,8
231,2023-03-26,10
231,2023-03-27,4
231,2023-04-02,2
231,2023-04-04,7
231,2023-04-09,6
231,2023-04-10,2
231,2023-04-11,4
231,2023-04-16,6
231,2023-05-14,7
232,2023-11-27,6
232,2023-12-04,4
232,2023-12-10,7
232,2024-01-19,9
232,2024-01-21,6
232,2024-01-23,9
232,2024-01-28,10
232,2024-01-29,5
232,2024-01-30,4
232,2024-01-31,5
232,2024-02-01,0
232,2024-02-12,0
232,2024-02-14,9
232,2024-02-15,0
232,2024-02-25,2
233,2023-02-03,3
233,2023-02-07,3
233,2023-02-12,3
233,2023-03-15,10
233,2023-03-16,4
233,2023-03-17,9
233,2023-03-18,1
233,2023-03-20,1
233,2023-03-24,4
233,2023-03-26,1
233,2023-04-15,5
233,2023-04-21,2
233,2023-04-25,0
233,2023-05-05,8
233,2023-05-08,5
234,2023-04-30,6
234,2023-05-02,5
234,2023-06-01,9
234,2023-06-07,1
234,2023-06-15,7
234,2023-06-20,1
234,2023-06-21,10
234,2023-06-25,3
234,2023-06-27,5
234,2023-07-02,7
234,2023-07-09,8
234,2023-07-10,10
234,2023-07-12,5
234,2023-07-21,2
234,2023-07-26,9
235,2023-02-10,9
235,2023-02-13,1
235,2023-03-01,9
235,2023-03-03,1
235,2023-03-04,9
235,2023-03-09,5
235,2023-03-12,4
235,2023-03-14,1
235,2023-03-22,9
235,2023-03-27,8
235,2023-03-31,7
235,2023-04-08,6
235,2023-04-13,3
235,2023-04-18,5
235,2023-04-26,1
236,2023-02-11,8
236,2023-02-18,2
236,2023-02-24,0
236,2023-02-26,10
236,2023-03-09,8
236,2023-03-11,2
236,2023-03-13,9
236,2023-03-16,7
236,2023-03-22,3
236,2023-03-23,10
236,2023-03-27,7
236,2023-04-06,4
236,2023-04-10,10
236,2023-04-11,8
236,2023-04-12,9
237,2023-06-26,4
237,2023-07-07,6
237,2023-07-08,6
237,2023-07-14,5
237,2023-07-19,1
237,2023-08-04,10
237,2023-08-13,3
237,2023-08-17,6
237,2023-08-24,4
237,2023-08-30,4
237,2023-09-07,10
237,2023-09-14,2
237,2023-09-20,4
237,2023-09-22,10
237,2023-09-25,9
238,2023-02-09,3
238,2023-02-10,2
238,2023-02-20,4
238,2023-02-25,2
238,2023-03-02,0
238,2023-03-08,4
238,2023-03-09,4
238,2023-03-17,10
238,2023-03-29,8
238,2023-04-01,2
238,2023-04-02,10
238,2023-04-06,0
238,2023-04-09,7
238,2023-04-18,0
238,2023-04-29,0
239,2023-09-29,9
239,2023-10-01,8
239,2023-10-02,1
239,2023-10-05,8
239,2023-10-08,10
239,2023-10-21,9
239,2023-10-29,8
239,2023-10-31,4
239,2023-11-06,7
239,2023-11-10,1
239,2023-11-12,3
239,2023-12-07,9
239,2023-12-14,1
239,2023-12-15,5
239,2023-12-22,5
240,2023-05-15,0
240,2023-05-20,7
240,2023-05-24,8
240,2023-05-29,5
240,2023-06-01,1
240,2023-06-03,5
240,2023-06-06,8
240,2023-06-20,6
240,2023-06-23,7
240,2023-06-25,10
240,2023-06-27,3
240,2023-07-15,4
240,2023-07-16,2
240,2023-08-04,5
240,2023-08-05,7
241,2023-05-25,6
241,2023-05-27,4
241,2023-05-29,10
241,2023-06-22,5
241,2023-06-24,10
241,2023-07-01,1
241,2023-07-09,8
241,2023-08-01,3
241,2023-08-08,7
241,2023-08-13,6
241,2023-08-15,0
241,2023-08-16,6
241,2023-08-19,4
241,2023-08-22,4
241,2023-08-25,1
242,2023-12-13,7
242,2023-12-19,7
242,2023-12-29,6
242,2024-01-04,5
242,2024-01-08,6
242,2024-01-13,1
242,2024-01-16,2
242,2024-01-18,4
242,2024-01-30,8
242,2024-02-03,1
242,2024-02-27,5
242,2024-02-29,6
242,2024-03-14,9
242,2024-03-16,8
242,2024-03-17,5
243,2023-09-06,9
243,2023-09-09,1
243,2023-09-12,1
243,2023-09-23,2
243,2023-09-29,3
243,2023-10-01,8
243,2023-10-15,10
243,2023-10-16,2
243,2023-10-27,9
243,2023-11-01,10
243,2023-11-03,6
243,2023-11-25,5
243,2023-11-27,7
243,2023-12-03,7
243,2023-12-12,2
244,2023-04-30,0
244,2023-05-12,0
244,2023-05-13,8
244,2023-05-15,10
244,2023-05-18,9
244,2023-05-23,10
244,2023-05-26,3
244,2023-05-31,1
244,2023-06-06,7
244,2023-06-07,3
244,2023-06-09,4
244,2023-06-12,2
244,2023-07-02,0
244,2023-07-04,6
244,2023-07-16,9
245,2023-10-05,10
245,2023-10-15,7
245,2023-10-19,1
245,2023-10-23,3
245,2023-10-25,3
245,2023-11-06,3
245,2023-11-20,4
245,2023-11-27,4
245,2023-11-28,7
245,2023-12-01,6
245,2023-12-10,2
245,2023-12-15,6
245,2023-12-19,3
245,2024-01-03,9
245,2024-01-10,3
246,2023-03-12,5
246,2023-03-27,9
246,2023-04-01,10
246,2023-04-02,10
246,2023-04-08,7
246,2023-04-09,1
246,2023-04-11,0
246,2023-04-14,7
246,2023-04-15,2
246,2023-04-30,5
246,2023-05-01,6
246,2023-05-05,10
246,2023-05-27,3
246,2023-06-03,6
246,2023-06-10,6
247,2023-10-26,0
247,2023-10-27,0
247,2023-10-29,4
247,2023-11-01,8
247,2023-11-19,9
247,2023-11-21,6
247,2023-12-01,4
247,2023-12-04,6
247,2023-12-19,10
247,2023-12-30,5
247,2024-01-04,2
247,2024-01-05,8
247,2024-01-13,0
247,2024-01-18,9
247,2024-01-22,2
248,2023-10-28,2
248,2023-11-03,7
248,2023-11-06,4
248,2023-11-08,5
248,2023-11-10,6
248,2023-11-13,4
248,2023-11-25,4
248,2023-12-02,9
248,2023-12-05,4
248,2023-12-17,8
248,2023-12-21,5
248,2023-12-25,6
248,2023-12-26,2
248,2023-12-29,5
248,2024-01-21,7
249,2023-09-04,7
249,2023-09-06,6
249,2023-09-19,1
249,2023-09-20,7
249,2023-09-23,0
249,2023-09-24,7
249,2023-09-29,5
249,2023-10-03,8
249,2023-10-26,7
249,2023-10-30,7
249,2023-11-10,7
249,2023-11-20,1
249,2023-11-23,2
249,2023-11-29,1
249,2023-12-06,5
250,2023-05-05,9
250,2023-05-16,2
250,2023-05-26,6
250,2023-05-28,1
250,2023-05-31,3
250,2023-06-01,7
250,2023-06-08,10
250,2023-06-10,1
250,2023-07-09,5
250,2023-07-11,0
250,2023-07-16,4
250,2023-07-18,10
250,2023-07-28,10
250,2023-08-08,1
250,2023-08-11,6
251,2023-08-31,5
251,2023-09-03,0
251,2023-09-10,10
251,2023-09-13,9
251,2023-09-19,7
251,2023-10-04,5
251,2023-10-11,9
251,2023-10-17,2
251,2023-10-28,3
251,2023-10-31,0
251,2023-11-14,10
251,2023-11-15,4
251,2023-11-19,5
251,2023-11-23,0
251,2023-11-29,1
252,2023-07-30,10
252,2023-08-08,10
252,2023-08-17,2
252,2023-08-19,1
252,2023-08-23,4
252,2023-08-27,7
252,2023-08-29,6
252,2023-09-02,4
252,2023-09-14,10
252,2023-09-15,9
252,2023-09-17,2
252,2023-10-06,5
252,2023-10-13,10
252,2023-11-03,1
252,2023-11-04,5
253,2023-04-19,6
253,2023-05-01,10
253,2023-05-03,6
253,2023-05-12,1
253,2023-05-25,0
253,2023-05-27,8
253,2023-06-01,5
253,2023-06-04,7
253,2023-06-07,10
253,2023-06-09,3
253,2023-06-12,10
253,2023-06-19,10
253,2023-06-23,2
253,2023-06-25,7
253,2023-07-13,8
254,2023-02-28,4
254,2023-03-06,9
254,2023-03-09,0
254,2023-03-21,8
254,2023-03-27,1
254,2023-03-28,0
254,2023-04-13,8
254,2023-04-14,1
254,2023-04-18,8
254,2023-04-20,6
254,2023-04-25,6
254,2023-04-26,1
254,2023-05-09,7
254,2023-05-11,10
254,2023-05-16,9
255,2023-02-21,1
255,2023-02-24,6
255,2023-03-01,4
255,2023-03-05,5
255,2023-03-13,9
255,2023-03-14,7
255,2023-03-23,10
255,2023-04-05,7
255,2023-04-10,9
255,2023-04-19,4
255,2023-04-24,5
255,2023-05-04,2
255,2023-05-14,3
255,2023-05-24,2
255,2023-05-28,1
256,2023-12-04,7
256,2023-12-05,6
256,2023-12-06,10
256,2023-12-17,9
256,2023-12-18,7
256,2023-12-25,4
256,2024-01-06,9
256,2024-01-23,9
256,2024-01-28,5
256,2024-02-03,10
256,2024-02-10,10
256,2024-02-19,6
256,2024-02-25,4
256,2024-02-28,1
256,2024-03-08,2
257,2023-08-10,3
257,2023-08-11,1
257,2023-08-12,4
257,2023-08-23,7
257,2023-08-26,2
257,2023-08-27,7
257,2023-09-02,6
257,2023-09-04,0
257,2023-09-08,1
257,2023-10-03,2
257,2023-10-09,2
257,2023-10-16,7
257,2023-10-28,7
257,2023-10-31,7
257,2023-11-06,0
258,2023-07-02,7
258,2023-07-07,9
258,2023-07-14,9
258,2023-07-26,8
258,2023-08-01,4
258,2023-08-07,0
258,2023-08-12,7
258,2023-08-20,6
258,2023-08-23,7
258,2023-08-25,8
258,2023-08-27,9
258,2023-09-11,9
258,2023-09-13,10
258,2023-09-19,7
258,2023-09-30,3
259,2023-08-07,9
259,2023-08-12,10
259,2023-08-13,5
259,2023-08-19,7
259,2023-09-08,6
259,2023-09-14,0
259,2023-09-27,2
259,2023-09-28,4
259,2023-10-04,3
259,2023-10-07,7
259,2023-10-11,5
259,2023-10-14,7
259,2023-10-17,3
259,2023-10-26,8
259,2023-11-04,3
260,2023-08-15,5
260,2023-09-05,7
260,2023-09-11,2
260,2023-09-17,9
260,2023-09-21,3
260,2023-09-27,4
260,2023-10-13,1
260,2023-10-15,10
260,2023-10-21,7
260,2023-10-22,2
260,2023-10-24,2
260,2023-10-25,3
260,2023-10-29,2
260,2023-10-30,9
260,2023-11-01,7
261,2023-08-30,0
261,2023-09-03,1
261,2023-09-09,5
261,2023-09-17,6
261,2023-09-19,1
261,2023-09-23,9
261,2023-09-27,3
261,2023-09-30,1
261,2023-10-05,8
261,2023-10-12,3
261,2023-10-20,7
261,2023-10-30,4
261,2023-10-31,5
261,2023-11-07,5
261,2023-11-22,0
262,2023-02-03,1
262,2023-02-10,9
262,2023-02-11,9
262,2023-02-16,1
262,2023-03-03,8
262,2023-03-25,0
262,2023-03-27,8
262,2023-04-03,1
262,2023-04-09,2
262,2023-04-15,10
262,2023-04-23,1
262,2023-04-26,3
262,2023-04-28,5
262,2023-05-04,2
262,2023-05-06,4
263,2023-12-23,0
263,2023-12-26,3
263,2023-12-28,7
263,2023-12-30,5
263,2024-01-05,4
263,2024-01-22,8
263,2024-01-26,2
263,2024-02-02,1
263,2024-02-05,4
263,2024-02-12,5
263,2024-02-13,6
263,2024-03-02,5
263,2024-03-10,10
263,2024-03-13,10
263,2024-03-17,3
264,2023-12-04,0
264,2023-12-18,8
264,2023-12-19,1
264,2023-12-20,1
264,2023-12-30,5
264,2024-01-16,5
264,2024-01-22,6
264,2024-01-23,2
264,2024-01-24,6
264,2024-01-26,0
264,2024-01-28,6
264,2024-02-05,0
264,2024-02-06,10
264,2024-02-26,10
264,2024-03-06,2
265,2023-12-04,5
265,2024-01-03,5
265,2024-01-04,0
265,2024-01-17,4
265,2024-01-19,8
265,2024-02-01,9
265,2024-02-05,2
265,2024-02-08,6
265,2024-02-15,7
265,2024-02-19,10
265,2024-02-22,3
265,2024-02-24,8
265,2024-02-26,9
265,2024-02-27,9
265,2024-03-01,10
266,2023-02-24,2
266,2023-03-02,8
266,2023-03-17,8
266,2023-03-30,4
266,2023-04-03,3
266,2023-04-05,1
266,2023-04-10,8
266,2023-04-12,8
266,2023-04-17,4
266,2023-04-29,8
266,2023-05-14,5
266,2023-05-20,10
266,2023-05-23,2
266,2023-05-25,0
266,2023-05-30,0
267,2023-02-08,1
267,2023-02-15,0
267,2023-03-03,10
267,2023-03-06,1
267,2023-03-11,7
267,2023-03-18,4
267,2023-03-20,9
267,2023-03-27,0
267,2023-04-06,7
267,2023-04-11,5
267,2023-04-17,3
267,2023-04-22,9
267,2023-05-04,9
267,2023-05-05,10
267,2023-05-11,10
268,2023-08-12,1
268,2023-08-24,5
268,2023-08-26,8
268,2023-08-31,9
268,2023-09-02,3
268,2023-09-08,5
268,2023-09-12,7
268,2023-09-30,1
268,2023-10-02,2
268,2023-10-07,6
268,2023-10-10,6
268,2023-10-19,1
268,2023-10-20,1
268,2023-10-25,0
268,2023-10-28,6
269,2023-07-02,9
269,2023-07-09,7
269,2023-07-20,10
269,2023-07-26,6
269,2023-08-09,7
269,2023-08-12,7
269,2023-08-13,6
269,2023-08-19,2
269,2023-08-22,2
269,2023-08-28,8
269,2023-08-29,2
269,2023-09-02,7
269,2023-09-06,7
269,2023-09-17,2
269,2023-09-30,8
270,2023-03-01,4
270,2023-03-11,0
270,2023-03-12,8
270,2023-03-17,2
270,2023-03-24,1
270,2023-04-13,5
270,2023-04-18,4
270,2023-04-24,5
270,2023-04-26,4
270,2023-05-03,4
270,2023-05-07,7
270,2023-05-09,0
270,2023-05-13,2
270,2023-05-24,2
270,2023-05-31,9
271,2023-05-08,9
271,2023-05-13,4
271,2023-05-14,9
271,2023-05-16,7
271,2023-05-23,5
271,2023-05-31,6
271,2023-06-04,7
271,2023-06-13,9
271,2023-06-16,2
271,2023-06-21,2
271,2023-06-30,8
271,2023-07-08,10
271,2023-07-09,7
271,2023-07-17,7
271,2023-08-10,10
272,2023-04-14,4
272,2023-04-20,10
272,2023-04-28,1
272,2023-05-08,2
272,2023-05-20,0
272,2023-05-22,9
272,2023-05-28,10
272,2023-05-29,4
272,2023-05-31,8
272,2023-06-04,10
272,2023-06-05,1
272,2023-06-17,10
272,2023-06-27,8
272,2023-07-03,1
272,2023-07-11,3
273,2023-04-10,0
273,2023-04-14,4
273,2023-04-23,3
273,2023-05-01,3
273,2023-05-02,9
273,2023-06-07,7
273,2023-06-11,1
273,2023-06-13,8
273,2023-06-15,9
273,2023-06-16,5
273,2023-06-19,6
273,2023-06-20,9
273,2023-06-26,0
273,2023-07-01,7
273,2023-07-13,0
274,2023-10-05,2
274,2023-10-13,2
274,2023-10-14,4
274,2023-10-16,1
274,2023-10-23,2
274,2023-10-25,4
274,2023-11-03,6
274,2023-11-07,10
274,2023-11-11,2
274,2023-11-14,0
274,2023-11-19,9
274,2023-11-24,5
274,2023-11-26,2
274,2023-12-08,0
274,2023-12-10,0
275,2023-08-24,9
275,2023-08-30,3
275,2023-09-02,7
275,2023-09-05,8
275,2023-09-12,8
275,2023-09-17,6
275,2023-09-20,1
275,2023-09-25,4
275,2023-09-27,0
275,2023-09-28,5
275,2023-10-05,7
275,2023-10-06,8
275,2023-10-09,6
275,2023-11-02,1
275,2023-11-22,7
276,2023-03-15,4
276,2023-03-16,9
276,2023-03-25,6
276,2023-03-29,7
276,2023-04-11,1
276,2023-04-13,10
276,2023-04-16,8
276,2023-05-04,3
276,2023-05-22,2
276,2023-05-23,5
276,2023-05-27,8
276,2023-06-02,2
276,2023-06-04,3
276,2023-06-07,8
276,2023-06-18,6
277,2023-08-05,6
277,2023-08-10,5
277,2023-08-12,10
277,2023-08-26,3
277,2023-09-06,9
277,2023-09-08,8
277,2023-09-11,4
277,2023-10-01,0
277,2023-10-03,2
277,2023-10-05,8
277,2023-10-15,9
277,2023-10-20,1
277,2023-10-23,4
277,2023-10-27,1
277,2023-10-31,6
278,2023-04-19,7
278,2023-04-21,4
278,2023-04-30,3
278,2023-05-07,10
278,2023-05-09,5
278,2023-05-14,5
278,2023-05-17,3
278,2023-05-29,7
278,2023-06-07,9
278,2023-06-14,5
278,2023-06-21,0
278,2023-06-24,2
278,2023-06-30,10
278,2023-07-02,0
278,2023-07-05,9
279,2023-05-23,10
279,2023-05-24,1
279,2023-06-02,8
279,2023-06-14,0
279,2023-07-12,10
279,2023-07-14,7
279,2023-07-22,10
279,2023-07-24,1
279,2023-07-30,5
279,2023-08-02,6
279,2023-08-14,9
279,2023-08-17,5
279,2023-08-20,6
279,2023-08-21,2
279,2023-08-28,0
280,2023-08-26,9
280,2023-08-27,10
280,2023-09-05,4
280,2023-09-09,3
280,2023-09-18,3
280,2023-09-22,7
280,2023-09-29,5
280,2023-10-09,0
280,2023-10-11,4
280,2023-10-20,7
280,2023-10-23,9
280,2023-11-20,3
280,2023-11-23,0
280,2023-11-28,3
280,2023-11-30,10
281,2023-05-22,1
281,2023-05-29,9
281,2023-05-30,2
281,2023-06-01,1
281,2023-06-12,2
281,2023-06-27,4
281,2023-07-10,9
281,2023-07-11,3
281,2023-07-17,8
281,2023-07-19,4
281,2023-07-24,3
281,2023-07-31,10
281,2023-08-02,0
281,2023-08-03,10
281,2023-08-10,8
282,2023-02-08,1
282,2023-02-14,10
282,2023-03-12,8
282,2023-03-15,7
282,2023-03-21,7
282,2023-04-01,5
282,2023-04-03,8
282,2023-04-04,0
282,2023-04-07,3
282,2023-04-20,0
282,2023-04-27,4
282,2023-05-01,6
282,2023-05-02,8
282,2023-05-05,7
282,2023-05-06,5
283,2023-08-15,5
283,2023-08-18,4
283,2023-08-24,1
283,2023-08-25,10
283,2023-09-05,10
283,2023-09-08,1
283,2023-09-09,0
283,2023-09-12,7
283,2023-09-15,6
283,2023-09-26,0
283,2023-10-04,9
283,2023-10-08,10
283,2023-10-27,5
283,2023-11-11,4
283,2023-11-17,3
284,2023-10-15,7
284,2023-10-18,9
284,2023-10-21,1
284,2023-10-22,1
284,2023-11-08,0
284,2023-11-20,0
284,2023-11-21,6
284,2023-12-04,5
284,2023-12-08,1
284,2023-12-14,2
284,2023-12-24,0
284,2023-12-27,7
284,2023-12-28,0
284,2024-01-14,4
284,2024-01-16,9
285,2023-02-26,3
285,2023-02-27,9
285,2023-02-28,10
285,2023-03-04,9
285,2023-03-05,0
285,2023-03-29,7
285,2023-04-09,6
285,2023-04-12,7
285,2023-04-13,6
285,2023-04-16,9
285,2023-05-02,9
285,2023-05-10,1
285,2023-05-11,5
285,2023-05-17,10
285,2023-05-27,10
286,2023-01-27,4
286,2023-01-29,5
286,2023-02-03,6
286,2023-02-08,7
286,2023-02-11,9
286,2023-02-19,7
286,2023-03-09,2
286,2023-03-25,3
286,2023-04-01,2
286,2023-04-02,0
286,2023-04-09,0
286,2023-04-11,2
286,2023-04-12,4
286,2023-04-17,9
286,2023-04-27,6
287,2023-12-01,8
